Wed, 29 Mar 2023 19:24:35 GMT | ERROR | Error getting all users | 
Wed, 29 Mar 2023 19:25:04 GMT | ERROR | Error getting all users | 
Wed, 29 Mar 2023 19:26:36 GMT | INFO | get all users | data: [{"_id":"640b97b36f90cc94181044c2","firstName":"Abdo","lastName":"Abozaid","userName":"AbdoAbuzid322","email":"Abdo@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"superAdmin","__v":0},{"_id":"640b99b963c725ceff674a97","firstName":"Abdo","lastName":"Abozaid","userName":"newUser1","email":"Dummuy2@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640b99bd63c725ceff674a9a","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy1@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640b99c163c725ceff674a9d","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy3@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640ba611af53ce3efb8368d4","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy65656@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640ba64c1b80952e03a992b9","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy454@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640baa6de03d6f97f68a5476","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy45","email":"Dumm74@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640bab4ccbddbc194243be04","firstName":"Abdo","lastName":"Ahmed","userName":"AbdoAhmed4577","email":"fknkn454kn@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640babc16f092b247d287375","firstName":"Abdo","lastName":"Ahmed","userName":"AbdoAhmed4577","email":"faravok2@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0}]
Wed, 29 Mar 2023 19:33:39 GMT | ERROR | id is not defined | 
Wed, 29 Mar 2023 19:34:36 GMT | ERROR | Parameter "filter" to findOne() must be an object, got 640b99bd63c725ceff674a9a | 
Wed, 29 Mar 2023 19:37:27 GMT | INFO | get user | data: {"_id":"640b99bd63c725ceff674a9a","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy1@breazeim.com","password":"$2b$05$CblCI/wao31CDp5wXBb6tu11MRzymEW2rPfxMibSu5Oq/Dy9SU7um","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0}
Wed, 29 Mar 2023 19:41:58 GMT | INFO | Account Created Successfully | data: {"firstName":"Abdo","lastName":"Abozaid","userName":"njbjbb","email":"AliKhalil@breazeim.com","password":"$2b$05$/iU9tHMrkVsb1dDW8pFHJOakJ4nB7GEzYuPH.8DqhLTJgRWqM.pti","isActive":false,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"superAdmin","_id":"6424948658d19506851e10a3","__v":0}
Wed, 29 Mar 2023 19:50:42 GMT | INFO | Account Created Successfully | data: {"firstName":"Abdo","lastName":"Mahmoud","userName":"Mahmoud","email":"Mahmoud121@breazeim.com","password":"$2b$05$FyadxI/a64YZywfRTGqPFOk2tB0NKZAyx1UU/xg94lt2u0YxVUhYO","isActive":false,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"superAdmin","_id":"64249690d067563e2d89d256","__v":0}
Wed, 29 Mar 2023 23:59:10 GMT | INFO | get all users | data: [{"_id":"640b97b36f90cc94181044c2","firstName":"Abdo","lastName":"Abozaid","userName":"AbdoAbuzid322","email":"Abdo@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"superAdmin","__v":0},{"_id":"640b99b963c725ceff674a97","firstName":"Abdo","lastName":"Abozaid","userName":"newUser1","email":"Dummuy2@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640b99bd63c725ceff674a9a","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy1@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640b99c163c725ceff674a9d","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy3@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640ba611af53ce3efb8368d4","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy65656@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640ba64c1b80952e03a992b9","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy454@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640baa6de03d6f97f68a5476","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy45","email":"Dumm74@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640bab4ccbddbc194243be04","firstName":"Abdo","lastName":"Ahmed","userName":"AbdoAhmed4577","email":"fknkn454kn@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640babc16f092b247d287375","firstName":"Abdo","lastName":"Ahmed","userName":"AbdoAhmed4577","email":"faravok2@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"6424948658d19506851e10a3","firstName":"Abdo","lastName":"Abozaid","userName":"njbjbb","email":"AliKhalil@breazeim.com","isActive":false,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"superAdmin","__v":0},{"_id":"64249690d067563e2d89d256","firstName":"Abdo","lastName":"Mahmoud","userName":"Mahmoud","email":"Mahmoud121@breazeim.com","isActive":false,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"superAdmin","__v":0}]
Wed, 29 Mar 2023 23:59:35 GMT | INFO | Account Deleted Successfully: 64249690d067563e2d89d256 | 
Thu, 30 Mar 2023 00:00:18 GMT | INFO | get all users | data: [{"_id":"640b97b36f90cc94181044c2","firstName":"Abdo","lastName":"Abozaid","userName":"AbdoAbuzid322","email":"Abdo@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"superAdmin","__v":0},{"_id":"640b99b963c725ceff674a97","firstName":"Abdo","lastName":"Abozaid","userName":"newUser1","email":"Dummuy2@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640b99bd63c725ceff674a9a","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy1@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640b99c163c725ceff674a9d","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy3@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640ba611af53ce3efb8368d4","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy65656@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640ba64c1b80952e03a992b9","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy","email":"Dummuy454@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640baa6de03d6f97f68a5476","firstName":"Abdo","lastName":"Abozaid","userName":"Dummuy45","email":"Dumm74@breazeim.com","isActive":true,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"user","__v":0},{"_id":"640bab4ccbddbc194243be04","firstName":"Abdo","lastName":"Ahmed","userName":"AbdoAhmed4577","email":"fknkn454kn@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"640babc16f092b247d287375","firstName":"Abdo","lastName":"Ahmed","userName":"AbdoAhmed4577","email":"faravok2@breazeim.com","isActive":true,"favTeam":["t4"],"age":21,"userBlogs":[],"role":"user","__v":0},{"_id":"6424948658d19506851e10a3","firstName":"Abdo","lastName":"Abozaid","userName":"njbjbb","email":"AliKhalil@breazeim.com","isActive":false,"favTeam":["t4"],"age":23,"userBlogs":[],"role":"superAdmin","__v":0}]
Thu, 30 Mar 2023 00:01:27 GMT | INFO | account updated successfully | data: {"_id":"640b97b36f90cc94181044c2","firstName":"Abdo","lastName":"Abozaid","userName":"AbdoAbuzid322","email":"Abdo@breazeim.com","password":"$2b$05$ulgeuvzAA7A79Z/k4kdjteNqlrx0zpA7fH9FxVwOrZ4ZAETlTkSyS","isActive":true,"favTeam":["t4","t5","t6"],"age":21,"userBlogs":[],"role":"superAdmin","__v":0}
